,province,date,cases,cumulative_cases
2299,Quebec,13-05-2020,705,39930
2300,Quebec,14-05-2020,793,40723
2301,Quebec,15-05-2020,697,41420
2302,Quebec,16-05-2020,763,42183
2303,Quebec,17-05-2020,735,42918
2304,Quebec,18-05-2020,709,43627
2305,Quebec,19-05-2020,570,44197
2306,Quebec,20-05-2020,578,44775
2307,Quebec,21-05-2020,720,45495
2308,Quebec,22-05-2020,645,46140
2309,Quebec,23-05-2020,698,46838
2310,Quebec,24-05-2020,573,47411
2311,Quebec,25-05-2020,573,47984
2312,Quebec,26-05-2020,614,48598
2313,Quebec,27-05-2020,539,49137
2314,Quebec,28-05-2020,564,49701
2315,Quebec,29-05-2020,529,50230
2316,Quebec,30-05-2020,419,50649
2317,Quebec,31-05-2020,410,51059
2318,Quebec,01-06-2020,294,51353
2319,Quebec,02-06-2020,237,51590
2320,Quebec,03-06-2020,292,51882
2321,Quebec,04-06-2020,259,52141
2322,Quebec,05-06-2020,255,52396
2323,Quebec,06-06-2020,227,52623
2324,Quebec,07-06-2020,225,52848
2325,Quebec,08-06-2020,198,53046
2326,Quebec,09-06-2020,139,53185
2327,Quebec,10-06-2020,156,53341
2328,Quebec,11-06-2020,144,53485
2329,Quebec,12-06-2020,181,53666
2330,Quebec,13-06-2020,158,53824
2331,Quebec,14-06-2020,128,53952
2332,Quebec,15-06-2020,101,54053
2333,Quebec,16-06-2020,93,54146
2334,Quebec,17-06-2020,117,54263
2335,Quebec,18-06-2020,120,54383
2336,Quebec,19-06-2020,167,54550
2337,Quebec,20-06-2020,124,54674
2338,Quebec,21-06-2020,91,54765
2339,Quebec,22-06-2020,69,54834
2340,Quebec,23-06-2020,49,54883
2341,Quebec,24-06-2020,54,54937
2342,Quebec,25-06-2020,142,55079
2343,Quebec,26-06-2020,0,55079
2344,Quebec,27-06-2020,0,55079
2345,Quebec,28-06-2020,0,55079
2346,Quebec,29-06-2020,311,55390
2347,Quebec,30-06-2020,68,55458
2348,Quebec,01-07-2020,66,55524
2349,Quebec,02-07-2020,69,55593
2350,Quebec,03-07-2020,89,55682
2351,Quebec,04-07-2020,102,55784
2352,Quebec,05-07-2020,79,55863
2353,Quebec,06-07-2020,74,55937
2354,Quebec,07-07-2020,60,55997
2355,Quebec,08-07-2020,82,56079
2356,Quebec,09-07-2020,137,56216
2357,Quebec,10-07-2020,100,56316
2358,Quebec,11-07-2020,91,56407
2359,Quebec,12-07-2020,114,56521
2360,Quebec,13-07-2020,100,56621
2361,Quebec,14-07-2020,109,56730
2362,Quebec,15-07-2020,129,56859
2363,Quebec,16-07-2020,142,57001
2364,Quebec,17-07-2020,141,57142
2365,Quebec,18-07-2020,158,57300
2366,Quebec,19-07-2020,166,57466
2367,Quebec,20-07-2020,150,57616
2368,Quebec,21-07-2020,180,57796
2369,Quebec,22-07-2020,142,57938
2370,Quebec,23-07-2020,142,58080
2371,Quebec,24-07-2020,163,58243
2372,Quebec,25-07-2020,171,58414
2373,Quebec,26-07-2020,169,58583
2374,Quebec,27-07-2020,145,58728
2375,Quebec,28-07-2020,169,58897
2376,Quebec,29-07-2020,176,59073
2377,Quebec,30-07-2020,58,59131
2378,Quebec,31-07-2020,181,59312
2379,Quebec,01-08-2020,146,59458
2380,Quebec,02-08-2020,141,59599
2381,Quebec,03-08-2020,123,59722
2382,Quebec,04-08-2020,123,59845
2383,Quebec,05-08-2020,155,60000
2384,Quebec,06-08-2020,133,60133
2385,Quebec,07-08-2020,108,60241
2386,Quebec,08-08-2020,126,60367
2387,Quebec,09-08-2020,104,60471
2388,Quebec,10-08-2020,156,60627
2389,Quebec,11-08-2020,91,60718
2390,Quebec,12-08-2020,95,60813
2391,Quebec,13-08-2020,104,60917
2392,Quebec,14-08-2020,87,61004
2393,Quebec,15-08-2020,80,61084
2394,Quebec,16-08-2020,67,61151
2395,Quebec,17-08-2020,55,61206
2396,Quebec,18-08-2020,46,61252
2397,Quebec,19-08-2020,64,61316
2398,Quebec,20-08-2020,86,61402
2399,Quebec,21-08-2020,93,61495
2400,Quebec,22-08-2020,104,61599
2401,Quebec,23-08-2020,74,61673
2402,Quebec,24-08-2020,68,61741
2403,Quebec,25-08-2020,62,61803
2404,Quebec,26-08-2020,142,61945
2405,Quebec,27-08-2020,111,62056
2406,Quebec,28-08-2020,68,62124
2407,Quebec,29-08-2020,108,62232
2408,Quebec,30-08-2020,120,62352
2409,Repatriated,25-01-2020,0,0
2410,Repatriated,26-01-2020,0,0
2411,Repatriated,27-01-2020,0,0
2412,Repatriated,28-01-2020,0,0
2413,Repatriated,29-01-2020,0,0
2414,Repatriated,30-01-2020,0,0
2415,Repatriated,31-01-2020,0,0
2416,Repatriated,01-02-2020,0,0
2417,Repatriated,02-02-2020,0,0
2418,Repatriated,03-02-2020,0,0
2419,Repatriated,04-02-2020,0,0
2420,Repatriated,05-02-2020,0,0
2421,Repatriated,06-02-2020,0,0
2422,Repatriated,07-02-2020,0,0
2423,Repatriated,08-02-2020,0,0
2424,Repatriated,09-02-2020,0,0
2425,Repatriated,10-02-2020,0,0
2426,Repatriated,11-02-2020,0,0
2427,Repatriated,12-02-2020,0,0
2428,Repatriated,13-02-2020,0,0
2429,Repatriated,14-02-2020,0,0
2430,Repatriated,15-02-2020,0,0
2431,Repatriated,16-02-2020,0,0
2432,Repatriated,17-02-2020,0,0
2433,Repatriated,18-02-2020,0,0
2434,Repatriated,19-02-2020,0,0
2435,Repatriated,20-02-2020,0,0
2436,Repatriated,21-02-2020,0,0
2437,Repatriated,22-02-2020,0,0
2438,Repatriated,23-02-2020,0,0
2439,Repatriated,24-02-2020,0,0
2440,Repatriated,25-02-2020,0,0
2441,Repatriated,26-02-2020,0,0
2442,Repatriated,27-02-2020,0,0
2443,Repatriated,28-02-2020,0,0
2444,Repatriated,29-02-2020,0,0
2445,Repatriated,01-03-2020,0,0
2446,Repatriated,02-03-2020,0,0
2447,Repatriated,03-03-2020,0,0
2448,Repatriated,04-03-2020,0,0
2449,Repatriated,05-03-2020,0,0
2450,Repatriated,06-03-2020,0,0
2451,Repatriated,07-03-2020,0,0
2452,Repatriated,08-03-2020,0,0
2453,Repatriated,09-03-2020,0,0
2454,Repatriated,10-03-2020,0,0
2455,Repatriated,11-03-2020,1,1
2456,Repatriated,12-03-2020,0,1
2457,Repatriated,13-03-2020,1,2
2458,Repatriated,14-03-2020,2,4
2459,Repatriated,15-03-2020,0,4
2460,Repatriated,16-03-2020,4,8
2461,Repatriated,17-03-2020,1,9
2462,Repatriated,18-03-2020,0,9
2463,Repatriated,19-03-2020,1,10
2464,Repatriated,20-03-2020,2,12
2465,Repatriated,21-03-2020,1,13
2466,Repatriated,22-03-2020,0,13
2467,Repatriated,23-03-2020,0,13
2468,Repatriated,24-03-2020,0,13
2469,Repatriated,25-03-2020,0,13
2470,Repatriated,26-03-2020,0,13
2471,Repatriated,27-03-2020,0,13
2472,Repatriated,28-03-2020,0,13
2473,Repatriated,29-03-2020,0,13
2474,Repatriated,30-03-2020,0,13
2475,Repatriated,31-03-2020,0,13
2476,Repatriated,01-04-2020,0,13
2477,Repatriated,02-04-2020,0,13
2478,Repatriated,03-04-2020,0,13
2479,Repatriated,04-04-2020,0,13
2480,Repatriated,05-04-2020,0,13
2481,Repatriated,06-04-2020,0,13
2482,Repatriated,07-04-2020,0,13
2483,Repatriated,08-04-2020,0,13
2484,Repatriated,09-04-2020,0,13
2485,Repatriated,10-04-2020,0,13
2486,Repatriated,11-04-2020,0,13
2487,Repatriated,12-04-2020,0,13
2488,Repatriated,13-04-2020,0,13
2489,Repatriated,14-04-2020,0,13
2490,Repatriated,15-04-2020,0,13
2491,Repatriated,16-04-2020,0,13
2492,Repatriated,17-04-2020,0,13
2493,Repatriated,18-04-2020,0,13
2494,Repatriated,19-04-2020,0,13
2495,Repatriated,20-04-2020,0,13
2496,Repatriated,21-04-2020,0,13
2497,Repatriated,22-04-2020,0,13
2498,Repatriated,23-04-2020,0,13
2499,Repatriated,24-04-2020,0,13
2500,Repatriated,25-04-2020,0,13
2501,Repatriated,26-04-2020,0,13
2502,Repatriated,27-04-2020,0,13
2503,Repatriated,28-04-2020,0,13
2504,Repatriated,29-04-2020,0,13
2505,Repatriated,30-04-2020,0,13
2506,Repatriated,01-05-2020,0,13
2507,Repatriated,02-05-2020,0,13
2508,Repatriated,03-05-2020,0,13
2509,Repatriated,04-05-2020,0,13
2510,Repatriated,05-05-2020,0,13
2511,Repatriated,06-05-2020,0,13
2512,Repatriated,07-05-2020,0,13
2513,Repatriated,08-05-2020,0,13
2514,Repatriated,09-05-2020,0,13
2515,Repatriated,10-05-2020,0,13
2516,Repatriated,11-05-2020,0,13
2517,Repatriated,12-05-2020,0,13
2518,Repatriated,13-05-2020,0,13
2519,Repatriated,14-05-2020,0,13
2520,Repatriated,15-05-2020,0,13
2521,Repatriated,16-05-2020,0,13
2522,Repatriated,17-05-2020,0,13
2523,Repatriated,18-05-2020,0,13
2524,Repatriated,19-05-2020,0,13
2525,Repatriated,20-05-2020,0,13
2526,Repatriated,21-05-2020,0,13
2527,Repatriated,22-05-2020,0,13
2528,Repatriated,23-05-2020,0,13
2529,Repatriated,24-05-2020,0,13
2530,Repatriated,25-05-2020,0,13
2531,Repatriated,26-05-2020,0,13
2532,Repatriated,27-05-2020,0,13
2533,Repatriated,28-05-2020,0,13
2534,Repatriated,29-05-2020,0,13
2535,Repatriated,30-05-2020,0,13
2536,Repatriated,31-05-2020,0,13
2537,Repatriated,01-06-2020,0,13
2538,Repatriated,02-06-2020,0,13
2539,Repatriated,03-06-2020,0,13
2540,Repatriated,04-06-2020,0,13
2541,Repatriated,05-06-2020,0,13
2542,Repatriated,06-06-2020,0,13
2543,Repatriated,07-06-2020,0,13
2544,Repatriated,08-06-2020,0,13
2545,Repatriated,09-06-2020,0,13
2546,Repatriated,10-06-2020,0,13
2547,Repatriated,11-06-2020,0,13
2548,Repatriated,12-06-2020,0,13
2549,Repatriated,13-06-2020,0,13
2550,Repatriated,14-06-2020,0,13
2551,Repatriated,15-06-2020,0,13
2552,Repatriated,16-06-2020,0,13
2553,Repatriated,17-06-2020,0,13
2554,Repatriated,18-06-2020,0,13
2555,Repatriated,19-06-2020,0,13
2556,Repatriated,20-06-2020,0,13
2557,Repatriated,21-06-2020,0,13
2558,Repatriated,22-06-2020,0,13
2559,Repatriated,23-06-2020,0,13
2560,Repatriated,24-06-2020,0,13
2561,Repatriated,25-06-2020,0,13
2562,Repatriated,26-06-2020,0,13
2563,Repatriated,27-06-2020,0,13
2564,Repatriated,28-06-2020,0,13
2565,Repatriated,29-06-2020,0,13
2566,Repatriated,30-06-2020,0,13
2567,Repatriated,01-07-2020,0,13
2568,Repatriated,02-07-2020,0,13
2569,Repatriated,03-07-2020,0,13
2570,Repatriated,04-07-2020,0,13
2571,Repatriated,05-07-2020,0,13
2572,Repatriated,06-07-2020,0,13
2573,Repatriated,07-07-2020,0,13
2574,Repatriated,08-07-2020,0,13
2575,Repatriated,09-07-2020,0,13
2576,Repatriated,10-07-2020,0,13
2577,Repatriated,11-07-2020,0,13
2578,Repatriated,12-07-2020,0,13
2579,Repatriated,13-07-2020,0,13
2580,Repatriated,14-07-2020,0,13
2581,Repatriated,15-07-2020,0,13
2582,Repatriated,16-07-2020,0,13
2583,Repatriated,17-07-2020,0,13
2584,Repatriated,18-07-2020,0,13
2585,Repatriated,19-07-2020,0,13
2586,Repatriated,20-07-2020,0,13
2587,Repatriated,21-07-2020,0,13
2588,Repatriated,22-07-2020,0,13
2589,Repatriated,23-07-2020,0,13
2590,Repatriated,24-07-2020,0,13
2591,Repatriated,25-07-2020,0,13
2592,Repatriated,26-07-2020,0,13
2593,Repatriated,27-07-2020,0,13
2594,Repatriated,28-07-2020,0,13
2595,Repatriated,29-07-2020,0,13
2596,Repatriated,30-07-2020,0,13
2597,Repatriated,31-07-2020,0,13
2598,Repatriated,01-08-2020,0,13
2599,Repatriated,02-08-2020,0,13
2600,Repatriated,03-08-2020,0,13
2601,Repatriated,04-08-2020,0,13
2602,Repatriated,05-08-2020,0,13
2603,Repatriated,06-08-2020,0,13
2604,Repatriated,07-08-2020,0,13
2605,Repatriated,08-08-2020,0,13
2606,Repatriated,09-08-2020,0,13
2607,Repatriated,10-08-2020,0,13
2608,Repatriated,11-08-2020,0,13
2609,Repatriated,12-08-2020,0,13
2610,Repatriated,13-08-2020,0,13
2611,Repatriated,14-08-2020,0,13
2612,Repatriated,15-08-2020,0,13
2613,Repatriated,16-08-2020,0,13
2614,Repatriated,17-08-2020,0,13
2615,Repatriated,18-08-2020,0,13
2616,Repatriated,19-08-2020,0,13
2617,Repatriated,20-08-2020,0,13
2618,Repatriated,21-08-2020,0,13
2619,Repatriated,22-08-2020,0,13
2620,Repatriated,23-08-2020,0,13
2621,Repatriated,24-08-2020,0,13
2622,Repatriated,25-08-2020,0,13
2623,Repatriated,26-08-2020,0,13
2624,Repatriated,27-08-2020,0,13
2625,Repatriated,28-08-2020,0,13
2626,Repatriated,29-08-2020,0,13
2627,Repatriated,30-08-2020,0,13
2628,Saskatchewan,25-01-2020,0,0
2629,Saskatchewan,26-01-2020,0,0
2630,Saskatchewan,27-01-2020,0,0
2631,Saskatchewan,28-01-2020,0,0
2632,Saskatchewan,29-01-2020,0,0
2633,Saskatchewan,30-01-2020,0,0
2634,Saskatchewan,31-01-2020,0,0
2635,Saskatchewan,01-02-2020,0,0
2636,Saskatchewan,02-02-2020,0,0
2637,Saskatchewan,03-02-2020,0,0
2638,Saskatchewan,04-02-2020,0,0
2639,Saskatchewan,05-02-2020,0,0
2640,Saskatchewan,06-02-2020,0,0
2641,Saskatchewan,07-02-2020,0,0
2642,Saskatchewan,08-02-2020,0,0
2643,Saskatchewan,09-02-2020,0,0
2644,Saskatchewan,10-02-2020,0,0
2645,Saskatchewan,11-02-2020,0,0
2646,Saskatchewan,12-02-2020,0,0
2647,Saskatchewan,13-02-2020,0,0
2648,Saskatchewan,14-02-2020,0,0
2649,Saskatchewan,15-02-2020,0,0
2650,Saskatchewan,16-02-2020,0,0
2651,Saskatchewan,17-02-2020,0,0
2652,Saskatchewan,18-02-2020,0,0
2653,Saskatchewan,19-02-2020,0,0
2654,Saskatchewan,20-02-2020,0,0
2655,Saskatchewan,21-02-2020,0,0
2656,Saskatchewan,22-02-2020,0,0
2657,Saskatchewan,23-02-2020,0,0
2658,Saskatchewan,24-02-2020,0,0
2659,Saskatchewan,25-02-2020,0,0
2660,Saskatchewan,26-02-2020,0,0
2661,Saskatchewan,27-02-2020,0,0
2662,Saskatchewan,28-02-2020,0,0
2663,Saskatchewan,29-02-2020,0,0
2664,Saskatchewan,01-03-2020,0,0
2665,Saskatchewan,02-03-2020,0,0
2666,Saskatchewan,03-03-2020,0,0
2667,Saskatchewan,04-03-2020,0,0
2668,Saskatchewan,05-03-2020,0,0
2669,Saskatchewan,06-03-2020,0,0
2670,Saskatchewan,07-03-2020,0,0
2671,Saskatchewan,08-03-2020,0,0
2672,Saskatchewan,09-03-2020,0,0
2673,Saskatchewan,10-03-2020,0,0
2674,Saskatchewan,11-03-2020,0,0
2675,Saskatchewan,12-03-2020,1,1
2676,Saskatchewan,13-03-2020,1,2
2677,Saskatchewan,14-03-2020,4,6
2678,Saskatchewan,15-03-2020,0,6
2679,Saskatchewan,16-03-2020,1,7
2680,Saskatchewan,17-03-2020,1,8
2681,Saskatchewan,18-03-2020,8,16
2682,Saskatchewan,19-03-2020,4,20
2683,Saskatchewan,20-03-2020,6,26
2684,Saskatchewan,21-03-2020,18,44
2685,Saskatchewan,22-03-2020,8,52
2686,Saskatchewan,23-03-2020,14,66
2687,Saskatchewan,24-03-2020,6,72
2688,Saskatchewan,25-03-2020,14,86
2689,Saskatchewan,26-03-2020,9,95
2690,Saskatchewan,27-03-2020,9,104
2691,Saskatchewan,28-03-2020,30,134
2692,Saskatchewan,29-03-2020,22,156
2693,Saskatchewan,30-03-2020,20,176
2694,Saskatchewan,31-03-2020,8,184
2695,Saskatchewan,01-04-2020,9,193
2696,Saskatchewan,02-04-2020,13,206
2697,Saskatchewan,03-04-2020,14,220
2698,Saskatchewan,04-04-2020,11,231
2699,Saskatchewan,05-04-2020,18,249
2700,Saskatchewan,06-04-2020,4,253
2701,Saskatchewan,07-04-2020,7,260
2702,Saskatchewan,08-04-2020,11,271
2703,Saskatchewan,09-04-2020,7,278
2704,Saskatchewan,10-04-2020,7,285
2705,Saskatchewan,11-04-2020,4,289
2706,Saskatchewan,12-04-2020,9,298
2707,Saskatchewan,13-04-2020,2,300
2708,Saskatchewan,14-04-2020,1,301
2709,Saskatchewan,15-04-2020,3,304
2710,Saskatchewan,16-04-2020,1,305
2711,Saskatchewan,17-04-2020,2,307
2712,Saskatchewan,18-04-2020,6,313
2713,Saskatchewan,19-04-2020,2,315
2714,Saskatchewan,20-04-2020,1,316
2715,Saskatchewan,21-04-2020,4,320
2716,Saskatchewan,22-04-2020,6,326
2717,Saskatchewan,23-04-2020,5,331
2718,Saskatchewan,24-04-2020,10,341
2719,Saskatchewan,25-04-2020,8,349
2720,Saskatchewan,26-04-2020,4,353
2721,Saskatchewan,27-04-2020,12,365
2722,Saskatchewan,28-04-2020,1,366
2723,Saskatchewan,29-04-2020,17,383
2724,Saskatchewan,30-04-2020,6,389
2725,Saskatchewan,01-05-2020,26,415
2726,Saskatchewan,02-05-2020,6,421
2727,Saskatchewan,03-05-2020,12,433
2728,Saskatchewan,04-05-2020,34,467
2729,Saskatchewan,05-05-2020,20,487
2730,Saskatchewan,06-05-2020,25,512
2731,Saskatchewan,07-05-2020,19,531
2732,Saskatchewan,08-05-2020,13,544
2733,Saskatchewan,09-05-2020,9,553
2734,Saskatchewan,10-05-2020,11,564
2735,Saskatchewan,11-05-2020,4,568
2736,Saskatchewan,12-05-2020,5,573
2737,Saskatchewan,13-05-2020,4,577
2738,Saskatchewan,14-05-2020,5,582
2739,Saskatchewan,15-05-2020,8,590
2740,Saskatchewan,16-05-2020,1,591
2741,Saskatchewan,17-05-2020,1,592
2742,Saskatchewan,18-05-2020,0,592
2743,Saskatchewan,19-05-2020,7,599
2744,Saskatchewan,20-05-2020,21,620
2745,Saskatchewan,21-05-2020,2,622
2746,Saskatchewan,22-05-2020,5,627
2747,Saskatchewan,23-05-2020,3,630
2748,Saskatchewan,24-05-2020,2,632
2749,Saskatchewan,25-05-2020,2,634
2750,Saskatchewan,26-05-2020,0,634
2751,Saskatchewan,27-05-2020,2,636
2752,Saskatchewan,28-05-2020,1,637
2753,Saskatchewan,29-05-2020,2,639
2754,Saskatchewan,30-05-2020,4,643
2755,Saskatchewan,31-05-2020,1,644
2756,Saskatchewan,01-06-2020,1,645
2757,Saskatchewan,02-06-2020,0,645
2758,Saskatchewan,03-06-2020,1,646
2759,Saskatchewan,04-06-2020,1,647
2760,Saskatchewan,05-06-2020,1,648
2761,Saskatchewan,06-06-2020,1,649
2762,Saskatchewan,07-06-2020,0,649
2763,Saskatchewan,08-06-2020,4,653
2764,Saskatchewan,09-06-2020,2,655
2765,Saskatchewan,10-06-2020,2,657
2766,Saskatchewan,11-06-2020,2,659
2767,Saskatchewan,12-06-2020,3,662
2768,Saskatchewan,13-06-2020,1,663
2769,Saskatchewan,14-06-2020,1,664
2770,Saskatchewan,15-06-2020,16,680
2771,Saskatchewan,16-06-2020,0,680
2772,Saskatchewan,17-06-2020,9,689
2773,Saskatchewan,18-06-2020,14,703
2774,Saskatchewan,19-06-2020,8,711
2775,Saskatchewan,20-06-2020,10,721
2776,Saskatchewan,21-06-2020,19,740
2777,Saskatchewan,22-06-2020,1,741
2778,Saskatchewan,23-06-2020,11,752
2779,Saskatchewan,24-06-2020,4,756
2780,Saskatchewan,25-06-2020,3,759
2781,Saskatchewan,26-06-2020,12,771
2782,Saskatchewan,27-06-2020,6,777
2783,Saskatchewan,28-06-2020,1,778
2784,Saskatchewan,29-06-2020,1,779
2785,Saskatchewan,30-06-2020,6,785
2786,Saskatchewan,01-07-2020,0,785
2787,Saskatchewan,02-07-2020,10,795
2788,Saskatchewan,03-07-2020,1,796
2789,Saskatchewan,04-07-2020,0,796
2790,Saskatchewan,05-07-2020,0,796
2791,Saskatchewan,06-07-2020,9,805
2792,Saskatchewan,07-07-2020,1,806
2793,Saskatchewan,08-07-2020,2,808
2794,Saskatchewan,09-07-2020,5,813
2795,Saskatchewan,10-07-2020,2,815
2796,Saskatchewan,11-07-2020,1,816
2797,Saskatchewan,12-07-2020,20,836
2798,Saskatchewan,13-07-2020,31,867
2799,Saskatchewan,14-07-2020,5,872
2800,Saskatchewan,15-07-2020,5,877
2801,Saskatchewan,16-07-2020,42,919
2802,Saskatchewan,17-07-2020,13,932
2803,Saskatchewan,18-07-2020,6,938
2804,Saskatchewan,19-07-2020,5,943
2805,Saskatchewan,20-07-2020,19,962
2806,Saskatchewan,21-07-2020,8,970
2807,Saskatchewan,22-07-2020,60,1030
2808,Saskatchewan,23-07-2020,42,1072
2809,Saskatchewan,24-07-2020,27,1099
2810,Saskatchewan,25-07-2020,37,1136
2811,Saskatchewan,26-07-2020,42,1178
2812,Saskatchewan,27-07-2020,30,1208
2813,Saskatchewan,28-07-2020,9,1217
2814,Saskatchewan,29-07-2020,50,1267
2815,Saskatchewan,30-07-2020,38,1305
2816,Saskatchewan,31-07-2020,14,1319
2817,Saskatchewan,01-08-2020,15,1334
2818,Saskatchewan,02-08-2020,8,1342
2819,Saskatchewan,03-08-2020,17,1359
2820,Saskatchewan,04-08-2020,9,1368
2821,Saskatchewan,05-08-2020,8,1376
2822,Saskatchewan,06-08-2020,11,1387
2823,Saskatchewan,07-08-2020,20,1407
2824,Saskatchewan,08-08-2020,23,1430
2825,Saskatchewan,09-08-2020,14,1444
2826,Saskatchewan,10-08-2020,4,1448
2827,Saskatchewan,11-08-2020,29,1477
2828,Saskatchewan,12-08-2020,5,1482
2829,Saskatchewan,13-08-2020,27,1509
2830,Saskatchewan,14-08-2020,30,1539
2831,Saskatchewan,15-08-2020,25,1564
2832,Saskatchewan,16-08-2020,15,1579
2833,Saskatchewan,17-08-2020,1,1580
2834,Saskatchewan,18-08-2020,1,1581
2835,Saskatchewan,19-08-2020,4,1585
2836,Saskatchewan,20-08-2020,4,1589
2837,Saskatchewan,21-08-2020,5,1594
2838,Saskatchewan,22-08-2020,2,1596
2839,Saskatchewan,23-08-2020,2,1598
2840,Saskatchewan,24-08-2020,3,1601
2841,Saskatchewan,25-08-2020,0,1601
2842,Saskatchewan,26-08-2020,3,1604
2843,Saskatchewan,27-08-2020,5,1609
2844,Saskatchewan,28-08-2020,2,1611
2845,Saskatchewan,29-08-2020,4,1615
2846,Saskatchewan,30-08-2020,0,1615
2847,Yukon,25-01-2020,0,0
2848,Yukon,26-01-2020,0,0
2849,Yukon,27-01-2020,0,0
2850,Yukon,28-01-2020,0,0
2851,Yukon,29-01-2020,0,0
2852,Yukon,30-01-2020,0,0
2853,Yukon,31-01-2020,0,0
2854,Yukon,01-02-2020,0,0
2855,Yukon,02-02-2020,0,0
2856,Yukon,03-02-2020,0,0
2857,Yukon,04-02-2020,0,0
2858,Yukon,05-02-2020,0,0
2859,Yukon,06-02-2020,0,0
2860,Yukon,07-02-2020,0,0
2861,Yukon,08-02-2020,0,0
2862,Yukon,09-02-2020,0,0
2863,Yukon,10-02-2020,0,0
2864,Yukon,11-02-2020,0,0
2865,Yukon,12-02-2020,0,0
2866,Yukon,13-02-2020,0,0
2867,Yukon,14-02-2020,0,0
2868,Yukon,15-02-2020,0,0
2869,Yukon,16-02-2020,0,0
2870,Yukon,17-02-2020,0,0
2871,Yukon,18-02-2020,0,0
2872,Yukon,19-02-2020,0,0
2873,Yukon,20-02-2020,0,0
2874,Yukon,21-02-2020,0,0
2875,Yukon,22-02-2020,0,0
2876,Yukon,23-02-2020,0,0
2877,Yukon,24-02-2020,0,0
2878,Yukon,25-02-2020,0,0
2879,Yukon,26-02-2020,0,0
2880,Yukon,27-02-2020,0,0
2881,Yukon,28-02-2020,0,0
2882,Yukon,29-02-2020,0,0
2883,Yukon,01-03-2020,0,0
2884,Yukon,02-03-2020,0,0
2885,Yukon,03-03-2020,0,0
2886,Yukon,04-03-2020,0,0
2887,Yukon,05-03-2020,0,0
2888,Yukon,06-03-2020,0,0
2889,Yukon,07-03-2020,0,0
2890,Yukon,08-03-2020,0,0
2891,Yukon,09-03-2020,0,0
2892,Yukon,10-03-2020,0,0
2893,Yukon,11-03-2020,0,0
2894,Yukon,12-03-2020,0,0
2895,Yukon,13-03-2020,0,0
2896,Yukon,14-03-2020,0,0
2897,Yukon,15-03-2020,0,0
2898,Yukon,16-03-2020,0,0
2899,Yukon,17-03-2020,0,0
2900,Yukon,18-03-2020,0,0
2901,Yukon,19-03-2020,0,0
2902,Yukon,20-03-2020,0,0
2903,Yukon,21-03-2020,0,0
2904,Yukon,22-03-2020,2,2
2905,Yukon,23-03-2020,0,2
2906,Yukon,24-03-2020,0,2
2907,Yukon,25-03-2020,1,3
2908,Yukon,26-03-2020,0,3
2909,Yukon,27-03-2020,1,4
2910,Yukon,28-03-2020,0,4
2911,Yukon,29-03-2020,0,4
2912,Yukon,30-03-2020,1,5
2913,Yukon,31-03-2020,0,5
2914,Yukon,01-04-2020,1,6
2915,Yukon,02-04-2020,0,6
2916,Yukon,03-04-2020,0,6
2917,Yukon,04-04-2020,0,6
2918,Yukon,05-04-2020,0,6
2919,Yukon,06-04-2020,1,7
2920,Yukon,07-04-2020,0,7
2921,Yukon,08-04-2020,1,8
2922,Yukon,09-04-2020,0,8
2923,Yukon,10-04-2020,0,8
2924,Yukon,11-04-2020,0,8
2925,Yukon,12-04-2020,0,8
2926,Yukon,13-04-2020,0,8
2927,Yukon,14-04-2020,0,8
2928,Yukon,15-04-2020,0,8
2929,Yukon,16-04-2020,0,8
2930,Yukon,17-04-2020,1,9
2931,Yukon,18-04-2020,0,9
2932,Yukon,19-04-2020,0,9
2933,Yukon,20-04-2020,2,11
2934,Yukon,21-04-2020,0,11
2935,Yukon,22-04-2020,0,11
2936,Yukon,23-04-2020,0,11
2937,Yukon,24-04-2020,0,11
2938,Yukon,25-04-2020,0,11
2939,Yukon,26-04-2020,0,11
2940,Yukon,27-04-2020,0,11
2941,Yukon,28-04-2020,0,11
2942,Yukon,29-04-2020,0,11
2943,Yukon,30-04-2020,0,11
2944,Yukon,01-05-2020,0,11
2945,Yukon,02-05-2020,0,11
2946,Yukon,03-05-2020,0,11
2947,Yukon,04-05-2020,0,11
2948,Yukon,05-05-2020,0,11
2949,Yukon,06-05-2020,0,11
2950,Yukon,07-05-2020,0,11
2951,Yukon,08-05-2020,0,11
2952,Yukon,09-05-2020,0,11
2953,Yukon,10-05-2020,0,11
2954,Yukon,11-05-2020,0,11
2955,Yukon,12-05-2020,0,11
2956,Yukon,13-05-2020,0,11
2957,Yukon,14-05-2020,0,11
2958,Yukon,15-05-2020,0,11
2959,Yukon,16-05-2020,0,11
2960,Yukon,17-05-2020,0,11
2961,Yukon,18-05-2020,0,11
2962,Yukon,19-05-2020,0,11
2963,Yukon,20-05-2020,0,11
2964,Yukon,21-05-2020,0,11
2965,Yukon,22-05-2020,0,11
2966,Yukon,23-05-2020,0,11
2967,Yukon,24-05-2020,0,11
2968,Yukon,25-05-2020,0,11
2969,Yukon,26-05-2020,0,11
2970,Yukon,27-05-2020,0,11
2971,Yukon,28-05-2020,0,11
2972,Yukon,29-05-2020,0,11
2973,Yukon,30-05-2020,0,11
2974,Yukon,31-05-2020,0,11
2975,Yukon,01-06-2020,0,11
2976,Yukon,02-06-2020,0,11
2977,Yukon,03-06-2020,0,11
2978,Yukon,04-06-2020,0,11
2979,Yukon,05-06-2020,0,11
2980,Yukon,06-06-2020,0,11
