,province,date,cases,cumulative_cases
1553,NWT,14-02-2020,0,0
1554,NWT,15-02-2020,0,0
1555,NWT,16-02-2020,0,0
1556,NWT,17-02-2020,0,0
1557,NWT,18-02-2020,0,0
1558,NWT,19-02-2020,0,0
1559,NWT,20-02-2020,0,0
1560,NWT,21-02-2020,0,0
1561,NWT,22-02-2020,0,0
1562,NWT,23-02-2020,0,0
1563,NWT,24-02-2020,0,0
1564,NWT,25-02-2020,0,0
1565,NWT,26-02-2020,0,0
1566,NWT,27-02-2020,0,0
1567,NWT,28-02-2020,0,0
1568,NWT,29-02-2020,0,0
1569,NWT,01-03-2020,0,0
1570,NWT,02-03-2020,0,0
1571,NWT,03-03-2020,0,0
1572,NWT,04-03-2020,0,0
1573,NWT,05-03-2020,0,0
1574,NWT,06-03-2020,0,0
1575,NWT,07-03-2020,0,0
1576,NWT,08-03-2020,0,0
1577,NWT,09-03-2020,0,0
1578,NWT,10-03-2020,0,0
1579,NWT,11-03-2020,0,0
1580,NWT,12-03-2020,0,0
1581,NWT,13-03-2020,0,0
1582,NWT,14-03-2020,0,0
1583,NWT,15-03-2020,0,0
1584,NWT,16-03-2020,0,0
1585,NWT,17-03-2020,0,0
1586,NWT,18-03-2020,0,0
1587,NWT,19-03-2020,0,0
1588,NWT,20-03-2020,0,0
1589,NWT,21-03-2020,1,1
1590,NWT,22-03-2020,0,1
1591,NWT,23-03-2020,0,1
1592,NWT,24-03-2020,0,1
1593,NWT,25-03-2020,0,1
1594,NWT,26-03-2020,0,1
1595,NWT,27-03-2020,0,1
1596,NWT,28-03-2020,0,1
1597,NWT,29-03-2020,0,1
1598,NWT,30-03-2020,0,1
1599,NWT,31-03-2020,0,1
1600,NWT,01-04-2020,1,2
1601,NWT,02-04-2020,0,2
1602,NWT,03-04-2020,2,4
1603,NWT,04-04-2020,0,4
1604,NWT,05-04-2020,0,4
1605,NWT,06-04-2020,1,5
1606,NWT,07-04-2020,0,5
1607,NWT,08-04-2020,0,5
1608,NWT,09-04-2020,0,5
1609,NWT,10-04-2020,0,5
1610,NWT,11-04-2020,0,5
1611,NWT,12-04-2020,0,5
1612,NWT,13-04-2020,0,5
1613,NWT,14-04-2020,0,5
1614,NWT,15-04-2020,0,5
1615,NWT,16-04-2020,0,5
1616,NWT,17-04-2020,0,5
1617,NWT,18-04-2020,0,5
1618,NWT,19-04-2020,0,5
1619,NWT,20-04-2020,0,5
1620,NWT,21-04-2020,0,5
1621,NWT,22-04-2020,0,5
1622,NWT,23-04-2020,0,5
1623,NWT,24-04-2020,0,5
1624,NWT,25-04-2020,0,5
1625,NWT,26-04-2020,0,5
1626,NWT,27-04-2020,0,5
1627,NWT,28-04-2020,0,5
1628,NWT,29-04-2020,0,5
1629,NWT,30-04-2020,0,5
1630,NWT,01-05-2020,0,5
1631,NWT,02-05-2020,0,5
1632,NWT,03-05-2020,0,5
1633,NWT,04-05-2020,0,5
1634,NWT,05-05-2020,0,5
1635,NWT,06-05-2020,0,5
1636,NWT,07-05-2020,0,5
1637,NWT,08-05-2020,0,5
1638,NWT,09-05-2020,0,5
1639,NWT,10-05-2020,0,5
1640,NWT,11-05-2020,0,5
1641,NWT,12-05-2020,0,5
1642,NWT,13-05-2020,0,5
1643,NWT,14-05-2020,0,5
1644,NWT,15-05-2020,0,5
1645,NWT,16-05-2020,0,5
1646,NWT,17-05-2020,0,5
1647,NWT,18-05-2020,0,5
1648,NWT,19-05-2020,0,5
1649,NWT,20-05-2020,0,5
1650,NWT,21-05-2020,0,5
1651,NWT,22-05-2020,0,5
1652,NWT,23-05-2020,0,5
1653,NWT,24-05-2020,0,5
1654,NWT,25-05-2020,0,5
1655,NWT,26-05-2020,0,5
1656,NWT,27-05-2020,0,5
1657,NWT,28-05-2020,0,5
1658,NWT,29-05-2020,0,5
1659,NWT,30-05-2020,0,5
1660,NWT,31-05-2020,0,5
1661,NWT,01-06-2020,0,5
1662,NWT,02-06-2020,0,5
1663,NWT,03-06-2020,0,5
1664,NWT,04-06-2020,0,5
1665,NWT,05-06-2020,0,5
1666,NWT,06-06-2020,0,5
1667,NWT,07-06-2020,0,5
1668,NWT,08-06-2020,0,5
1669,NWT,09-06-2020,0,5
1670,NWT,10-06-2020,0,5
1671,NWT,11-06-2020,0,5
1672,NWT,12-06-2020,0,5
1673,NWT,13-06-2020,0,5
1674,NWT,14-06-2020,0,5
1675,NWT,15-06-2020,0,5
1676,NWT,16-06-2020,0,5
1677,NWT,17-06-2020,0,5
1678,NWT,18-06-2020,0,5
1679,NWT,19-06-2020,0,5
1680,NWT,20-06-2020,0,5
1681,NWT,21-06-2020,0,5
1682,NWT,22-06-2020,0,5
1683,NWT,23-06-2020,0,5
1684,NWT,24-06-2020,0,5
1685,NWT,25-06-2020,0,5
1686,NWT,26-06-2020,0,5
1687,NWT,27-06-2020,0,5
1688,NWT,28-06-2020,0,5
1689,NWT,29-06-2020,0,5
1690,NWT,30-06-2020,0,5
1691,NWT,01-07-2020,0,5
1692,NWT,02-07-2020,0,5
1693,NWT,03-07-2020,0,5
1694,NWT,04-07-2020,0,5
1695,NWT,05-07-2020,0,5
1696,NWT,06-07-2020,0,5
1697,NWT,07-07-2020,0,5
1698,NWT,08-07-2020,0,5
1699,NWT,09-07-2020,0,5
1700,NWT,10-07-2020,0,5
1701,NWT,11-07-2020,0,5
1702,NWT,12-07-2020,0,5
1703,NWT,13-07-2020,0,5
1704,NWT,14-07-2020,0,5
1705,NWT,15-07-2020,0,5
1706,NWT,16-07-2020,0,5
1707,NWT,17-07-2020,0,5
1708,NWT,18-07-2020,0,5
1709,NWT,19-07-2020,0,5
1710,NWT,20-07-2020,0,5
1711,NWT,21-07-2020,0,5
1712,NWT,22-07-2020,0,5
1713,NWT,23-07-2020,0,5
1714,NWT,24-07-2020,0,5
1715,NWT,25-07-2020,0,5
1716,NWT,26-07-2020,0,5
1717,NWT,27-07-2020,0,5
1718,NWT,28-07-2020,0,5
1719,NWT,29-07-2020,0,5
1720,NWT,30-07-2020,0,5
1721,NWT,31-07-2020,0,5
1722,NWT,01-08-2020,0,5
1723,NWT,02-08-2020,0,5
1724,NWT,03-08-2020,0,5
1725,NWT,04-08-2020,0,5
1726,NWT,05-08-2020,0,5
1727,NWT,06-08-2020,0,5
1728,NWT,07-08-2020,0,5
1729,NWT,08-08-2020,0,5
1730,NWT,09-08-2020,0,5
1731,NWT,10-08-2020,0,5
1732,NWT,11-08-2020,0,5
1733,NWT,12-08-2020,0,5
1734,NWT,13-08-2020,0,5
1735,NWT,14-08-2020,0,5
1736,NWT,15-08-2020,0,5
1737,NWT,16-08-2020,0,5
1738,NWT,17-08-2020,0,5
1739,NWT,18-08-2020,0,5
1740,NWT,19-08-2020,0,5
1741,NWT,20-08-2020,0,5
1742,NWT,21-08-2020,0,5
1743,NWT,22-08-2020,0,5
1744,NWT,23-08-2020,0,5
1745,NWT,24-08-2020,0,5
1746,NWT,25-08-2020,0,5
1747,NWT,26-08-2020,0,5
1748,NWT,27-08-2020,0,5
1749,NWT,28-08-2020,0,5
1750,NWT,29-08-2020,0,5
1751,NWT,30-08-2020,0,5
1752,Ontario,25-01-2020,1,1
1753,Ontario,26-01-2020,0,1
1754,Ontario,27-01-2020,1,2
1755,Ontario,28-01-2020,0,2
1756,Ontario,29-01-2020,0,2
1757,Ontario,30-01-2020,0,2
1758,Ontario,31-01-2020,1,3
1759,Ontario,01-02-2020,0,3
1760,Ontario,02-02-2020,0,3
1761,Ontario,03-02-2020,0,3
1762,Ontario,04-02-2020,0,3
1763,Ontario,05-02-2020,0,3
1764,Ontario,06-02-2020,0,3
1765,Ontario,07-02-2020,0,3
1766,Ontario,08-02-2020,0,3
1767,Ontario,09-02-2020,0,3
1768,Ontario,10-02-2020,0,3
1769,Ontario,11-02-2020,0,3
1770,Ontario,12-02-2020,0,3
1771,Ontario,13-02-2020,0,3
1772,Ontario,14-02-2020,0,3
1773,Ontario,15-02-2020,0,3
1774,Ontario,16-02-2020,0,3
1775,Ontario,17-02-2020,0,3
1776,Ontario,18-02-2020,0,3
1777,Ontario,19-02-2020,0,3
1778,Ontario,20-02-2020,0,3
1779,Ontario,21-02-2020,0,3
1780,Ontario,22-02-2020,0,3
1781,Ontario,23-02-2020,1,4
1782,Ontario,24-02-2020,0,4
1783,Ontario,25-02-2020,0,4
1784,Ontario,26-02-2020,1,5
1785,Ontario,27-02-2020,1,6
1786,Ontario,28-02-2020,2,8
1787,Ontario,29-02-2020,3,11
1788,Ontario,01-03-2020,4,15
1789,Ontario,02-03-2020,0,15
1790,Ontario,03-03-2020,5,20
1791,Ontario,04-03-2020,0,20
1792,Ontario,05-03-2020,2,22
1793,Ontario,06-03-2020,6,28
1794,Ontario,07-03-2020,0,28
1795,Ontario,08-03-2020,4,32
1796,Ontario,09-03-2020,3,35
1797,Ontario,10-03-2020,2,37
1798,Ontario,11-03-2020,5,42
1799,Ontario,12-03-2020,17,59
1800,Ontario,13-03-2020,20,79
1801,Ontario,14-03-2020,24,103
1802,Ontario,15-03-2020,42,145
1803,Ontario,16-03-2020,32,177
1804,Ontario,17-03-2020,12,189
1805,Ontario,18-03-2020,25,214
1806,Ontario,19-03-2020,44,258
1807,Ontario,20-03-2020,60,318
1808,Ontario,21-03-2020,59,377
1809,Ontario,22-03-2020,48,425
1810,Ontario,23-03-2020,78,503
1811,Ontario,24-03-2020,85,588
1812,Ontario,25-03-2020,100,688
1813,Ontario,26-03-2020,170,858
1814,Ontario,27-03-2020,135,993
1815,Ontario,28-03-2020,151,1144
1816,Ontario,29-03-2020,211,1355
1817,Ontario,30-03-2020,351,1706
1818,Ontario,31-03-2020,260,1966
1819,Ontario,01-04-2020,885,2851
1820,Ontario,02-04-2020,437,3288
1821,Ontario,03-04-2020,398,3686
1822,Ontario,04-04-2020,335,4021
1823,Ontario,05-04-2020,420,4441
1824,Ontario,06-04-2020,404,4845
1825,Ontario,07-04-2020,546,5391
1826,Ontario,08-04-2020,447,5838
1827,Ontario,09-04-2020,559,6397
1828,Ontario,10-04-2020,407,6804
1829,Ontario,11-04-2020,489,7293
1830,Ontario,12-04-2020,433,7726
1831,Ontario,13-04-2020,494,8220
1832,Ontario,14-04-2020,560,8780
1833,Ontario,15-04-2020,522,9302
1834,Ontario,16-04-2020,519,9821
1835,Ontario,17-04-2020,626,10447
1836,Ontario,18-04-2020,561,11008
1837,Ontario,19-04-2020,531,11539
1838,Ontario,20-04-2020,675,12214
1839,Ontario,21-04-2020,492,12706
1840,Ontario,22-04-2020,712,13418
1841,Ontario,23-04-2020,577,13995
1842,Ontario,24-04-2020,490,14485
1843,Ontario,25-04-2020,428,14913
1844,Ontario,26-04-2020,487,15400
1845,Ontario,27-04-2020,456,15856
1846,Ontario,28-04-2020,458,16314
1847,Ontario,29-04-2020,463,16777
1848,Ontario,30-04-2020,391,17168
1849,Ontario,01-05-2020,552,17720
1850,Ontario,02-05-2020,438,18158
1851,Ontario,03-05-2020,243,18401
1852,Ontario,04-05-2020,549,18950
1853,Ontario,05-05-2020,380,19330
1854,Ontario,06-05-2020,449,19779
1855,Ontario,07-05-2020,481,20260
1856,Ontario,08-05-2020,430,20690
1857,Ontario,09-05-2020,320,21010
1858,Ontario,10-05-2020,315,21325
1859,Ontario,11-05-2020,362,21687
1860,Ontario,12-05-2020,344,22031
1861,Ontario,13-05-2020,357,22388
1862,Ontario,14-05-2020,359,22747
1863,Ontario,15-05-2020,393,23140
1864,Ontario,16-05-2020,373,23513
1865,Ontario,17-05-2020,330,23843
1866,Ontario,18-05-2020,308,24151
1867,Ontario,19-05-2020,502,24653
1868,Ontario,20-05-2020,439,25092
1869,Ontario,21-05-2020,404,25496
1870,Ontario,22-05-2020,497,25993
1871,Ontario,23-05-2020,470,26463
1872,Ontario,24-05-2020,338,26801
1873,Ontario,25-05-2020,419,27220
1874,Ontario,26-05-2020,326,27546
1875,Ontario,27-05-2020,318,27864
1876,Ontario,28-05-2020,383,28247
1877,Ontario,29-05-2020,371,28618
1878,Ontario,30-05-2020,327,28945
1879,Ontario,31-05-2020,372,29317
1880,Ontario,01-06-2020,464,29781
1881,Ontario,02-06-2020,413,30194
1882,Ontario,03-06-2020,352,30546
1883,Ontario,04-06-2020,343,30889
1884,Ontario,05-06-2020,416,31305
1885,Ontario,06-06-2020,251,31556
1886,Ontario,07-06-2020,473,32029
1887,Ontario,08-06-2020,312,32341
1888,Ontario,09-06-2020,279,32620
1889,Ontario,10-06-2020,259,32879
1890,Ontario,11-06-2020,237,33116
1891,Ontario,12-06-2020,212,33328
1892,Ontario,13-06-2020,246,33574
1893,Ontario,14-06-2020,175,33749
1894,Ontario,15-06-2020,207,33956
1895,Ontario,16-06-2020,190,34146
1896,Ontario,17-06-2020,196,34342
1897,Ontario,18-06-2020,188,34530
1898,Ontario,19-06-2020,209,34739
1899,Ontario,20-06-2020,181,34920
1900,Ontario,21-06-2020,157,35077
1901,Ontario,22-06-2020,224,35301
1902,Ontario,23-06-2020,238,35539
1903,Ontario,24-06-2020,201,35740
1904,Ontario,25-06-2020,178,35918
1905,Ontario,26-06-2020,115,36033
1906,Ontario,27-06-2020,164,36197
1907,Ontario,28-06-2020,252,36449
1908,Ontario,29-06-2020,238,36687
1909,Ontario,30-06-2020,151,36838
1910,Ontario,01-07-2020,124,36962
1911,Ontario,02-07-2020,159,37121
1912,Ontario,03-07-2020,165,37286
1913,Ontario,04-07-2020,116,37402
1914,Ontario,05-07-2020,124,37526
1915,Ontario,06-07-2020,184,37710
1916,Ontario,07-07-2020,84,37794
1917,Ontario,08-07-2020,164,37958
1918,Ontario,09-07-2020,121,38079
1919,Ontario,10-07-2020,119,38198
1920,Ontario,11-07-2020,81,38279
1921,Ontario,12-07-2020,66,38345
1922,Ontario,13-07-2020,256,38601
1923,Ontario,14-07-2020,83,38684
1924,Ontario,15-07-2020,104,38788
1925,Ontario,16-07-2020,121,38909
1926,Ontario,17-07-2020,143,39052
1927,Ontario,18-07-2020,199,39251
1928,Ontario,19-07-2020,147,39398
1929,Ontario,20-07-2020,154,39552
1930,Ontario,21-07-2020,187,39739
1931,Ontario,22-07-2020,136,39875
1932,Ontario,23-07-2020,143,40018
1933,Ontario,24-07-2020,208,40226
1934,Ontario,25-07-2020,128,40354
1935,Ontario,26-07-2020,104,40458
1936,Ontario,27-07-2020,150,40608
1937,Ontario,28-07-2020,125,40733
1938,Ontario,29-07-2020,93,40826
1939,Ontario,30-07-2020,102,40928
1940,Ontario,31-07-2020,118,41046
1941,Ontario,01-08-2020,109,41155
1942,Ontario,02-08-2020,74,41229
1943,Ontario,03-08-2020,70,41299
1944,Ontario,04-08-2020,126,41425
1945,Ontario,05-08-2020,75,41500
1946,Ontario,06-08-2020,86,41586
1947,Ontario,07-08-2020,91,41677
1948,Ontario,08-08-2020,77,41754
1949,Ontario,09-08-2020,59,41813
1950,Ontario,10-08-2020,135,41948
1951,Ontario,11-08-2020,91,42039
1952,Ontario,12-08-2020,73,42112
1953,Ontario,13-08-2020,72,42184
1954,Ontario,14-08-2020,103,42287
1955,Ontario,15-08-2020,82,42369
1956,Ontario,16-08-2020,48,42417
1957,Ontario,17-08-2020,131,42548
1958,Ontario,18-08-2020,117,42665
1959,Ontario,19-08-2020,91,42756
1960,Ontario,20-08-2020,97,42853
1961,Ontario,21-08-2020,142,42995
1962,Ontario,22-08-2020,78,43073
1963,Ontario,23-08-2020,92,43165
1964,Ontario,24-08-2020,157,43322
1965,Ontario,25-08-2020,86,43408
1966,Ontario,26-08-2020,125,43533
1967,Ontario,27-08-2020,139,43672
1968,Ontario,28-08-2020,117,43789
1969,Ontario,29-08-2020,114,43903
1970,Ontario,30-08-2020,88,43991
1971,PEI,25-01-2020,0,0
1972,PEI,26-01-2020,0,0
1973,PEI,27-01-2020,0,0
1974,PEI,28-01-2020,0,0
1975,PEI,29-01-2020,0,0
1976,PEI,30-01-2020,0,0
1977,PEI,31-01-2020,0,0
1978,PEI,01-02-2020,0,0
1979,PEI,02-02-2020,0,0
1980,PEI,03-02-2020,0,0
1981,PEI,04-02-2020,0,0
1982,PEI,05-02-2020,0,0
1983,PEI,06-02-2020,0,0
1984,PEI,07-02-2020,0,0
1985,PEI,08-02-2020,0,0
1986,PEI,09-02-2020,0,0
1987,PEI,10-02-2020,0,0
1988,PEI,11-02-2020,0,0
1989,PEI,12-02-2020,0,0
1990,PEI,13-02-2020,0,0
1991,PEI,14-02-2020,0,0
1992,PEI,15-02-2020,0,0
1993,PEI,16-02-2020,0,0
1994,PEI,17-02-2020,0,0
1995,PEI,18-02-2020,0,0
1996,PEI,19-02-2020,0,0
1997,PEI,20-02-2020,0,0
1998,PEI,21-02-2020,0,0
1999,PEI,22-02-2020,0,0
2000,PEI,23-02-2020,0,0
2001,PEI,24-02-2020,0,0
2002,PEI,25-02-2020,0,0
2003,PEI,26-02-2020,0,0
2004,PEI,27-02-2020,0,0
2005,PEI,28-02-2020,0,0
2006,PEI,29-02-2020,0,0
2007,PEI,01-03-2020,0,0
2008,PEI,02-03-2020,0,0
2009,PEI,03-03-2020,0,0
2010,PEI,04-03-2020,0,0
2011,PEI,05-03-2020,0,0
2012,PEI,06-03-2020,0,0
2013,PEI,07-03-2020,0,0
2014,PEI,08-03-2020,0,0
2015,PEI,09-03-2020,0,0
2016,PEI,10-03-2020,0,0
2017,PEI,11-03-2020,0,0
2018,PEI,12-03-2020,0,0
2019,PEI,13-03-2020,0,0
2020,PEI,14-03-2020,1,1
2021,PEI,15-03-2020,0,1
2022,PEI,16-03-2020,0,1
2023,PEI,17-03-2020,0,1
2024,PEI,18-03-2020,0,1
2025,PEI,19-03-2020,1,2
2026,PEI,20-03-2020,0,2
2027,PEI,21-03-2020,0,2
2028,PEI,22-03-2020,1,3
2029,PEI,23-03-2020,0,3
2030,PEI,24-03-2020,0,3
2031,PEI,25-03-2020,2,5
2032,PEI,26-03-2020,4,9
2033,PEI,27-03-2020,2,11
2034,PEI,28-03-2020,0,11
2035,PEI,29-03-2020,0,11
2036,PEI,30-03-2020,7,18
2037,PEI,31-03-2020,3,21
2038,PEI,01-04-2020,0,21
2039,PEI,02-04-2020,1,22
2040,PEI,03-04-2020,0,22
2041,PEI,04-04-2020,0,22
2042,PEI,05-04-2020,0,22
2043,PEI,06-04-2020,0,22
2044,PEI,07-04-2020,0,22
2045,PEI,08-04-2020,3,25
2046,PEI,09-04-2020,0,25
2047,PEI,10-04-2020,0,25
2048,PEI,11-04-2020,0,25
2049,PEI,12-04-2020,0,25
2050,PEI,13-04-2020,0,25
2051,PEI,14-04-2020,0,25
2052,PEI,15-04-2020,1,26
2053,PEI,16-04-2020,0,26
2054,PEI,17-04-2020,0,26
2055,PEI,18-04-2020,0,26
2056,PEI,19-04-2020,0,26
2057,PEI,20-04-2020,0,26
2058,PEI,21-04-2020,0,26
2059,PEI,22-04-2020,0,26
2060,PEI,23-04-2020,0,26
2061,PEI,24-04-2020,0,26
2062,PEI,25-04-2020,0,26
2063,PEI,26-04-2020,0,26
2064,PEI,27-04-2020,0,26
2065,PEI,28-04-2020,1,27
2066,PEI,29-04-2020,0,27
2067,PEI,30-04-2020,0,27
2068,PEI,01-05-2020,0,27
2069,PEI,02-05-2020,0,27
2070,PEI,03-05-2020,0,27
2071,PEI,04-05-2020,0,27
2072,PEI,05-05-2020,0,27
2073,PEI,06-05-2020,0,27
2074,PEI,07-05-2020,0,27
2075,PEI,08-05-2020,0,27
2076,PEI,09-05-2020,0,27
2077,PEI,10-05-2020,0,27
2078,PEI,11-05-2020,0,27
2079,PEI,12-05-2020,0,27
2080,PEI,13-05-2020,0,27
2081,PEI,14-05-2020,0,27
2082,PEI,15-05-2020,0,27
2083,PEI,16-05-2020,0,27
2084,PEI,17-05-2020,0,27
2085,PEI,18-05-2020,0,27
2086,PEI,19-05-2020,0,27
2087,PEI,20-05-2020,0,27
2088,PEI,21-05-2020,0,27
2089,PEI,22-05-2020,0,27
2090,PEI,23-05-2020,0,27
2091,PEI,24-05-2020,0,27
2092,PEI,25-05-2020,0,27
2093,PEI,26-05-2020,0,27
2094,PEI,27-05-2020,0,27
2095,PEI,28-05-2020,0,27
2096,PEI,29-05-2020,0,27
2097,PEI,30-05-2020,0,27
2098,PEI,31-05-2020,0,27
2099,PEI,01-06-2020,0,27
2100,PEI,02-06-2020,0,27
2101,PEI,03-06-2020,0,27
2102,PEI,04-06-2020,0,27
2103,PEI,05-06-2020,0,27
2104,PEI,06-06-2020,0,27
2105,PEI,07-06-2020,0,27
2106,PEI,08-06-2020,0,27
2107,PEI,09-06-2020,0,27
2108,PEI,10-06-2020,0,27
2109,PEI,11-06-2020,0,27
2110,PEI,12-06-2020,0,27
2111,PEI,13-06-2020,0,27
2112,PEI,14-06-2020,0,27
2113,PEI,15-06-2020,0,27
2114,PEI,16-06-2020,0,27
2115,PEI,17-06-2020,0,27
2116,PEI,18-06-2020,0,27
2117,PEI,19-06-2020,0,27
2118,PEI,20-06-2020,0,27
2119,PEI,21-06-2020,0,27
2120,PEI,22-06-2020,0,27
2121,PEI,23-06-2020,0,27
2122,PEI,24-06-2020,0,27
2123,PEI,25-06-2020,0,27
2124,PEI,26-06-2020,0,27
2125,PEI,27-06-2020,0,27
2126,PEI,28-06-2020,0,27
2127,PEI,29-06-2020,0,27
2128,PEI,30-06-2020,0,27
2129,PEI,01-07-2020,0,27
2130,PEI,02-07-2020,0,27
2131,PEI,03-07-2020,0,27
2132,PEI,04-07-2020,3,30
2133,PEI,05-07-2020,2,32
2134,PEI,06-07-2020,0,32
2135,PEI,07-07-2020,0,32
2136,PEI,08-07-2020,0,32
2137,PEI,09-07-2020,1,33
2138,PEI,10-07-2020,0,33
2139,PEI,11-07-2020,0,33
2140,PEI,12-07-2020,1,34
2141,PEI,13-07-2020,1,35
2142,PEI,14-07-2020,1,36
2143,PEI,15-07-2020,0,36
2144,PEI,16-07-2020,0,36
2145,PEI,17-07-2020,0,36
2146,PEI,18-07-2020,0,36
2147,PEI,19-07-2020,0,36
2148,PEI,20-07-2020,0,36
2149,PEI,21-07-2020,0,36
2150,PEI,22-07-2020,0,36
2151,PEI,23-07-2020,0,36
2152,PEI,24-07-2020,0,36
2153,PEI,25-07-2020,0,36
2154,PEI,26-07-2020,0,36
2155,PEI,27-07-2020,0,36
2156,PEI,28-07-2020,0,36
2157,PEI,29-07-2020,0,36
2158,PEI,30-07-2020,0,36
2159,PEI,31-07-2020,0,36
2160,PEI,01-08-2020,0,36
2161,PEI,02-08-2020,0,36
2162,PEI,03-08-2020,0,36
2163,PEI,04-08-2020,0,36
2164,PEI,05-08-2020,0,36
2165,PEI,06-08-2020,0,36
2166,PEI,07-08-2020,0,36
2167,PEI,08-08-2020,0,36
2168,PEI,09-08-2020,0,36
2169,PEI,10-08-2020,0,36
2170,PEI,11-08-2020,0,36
2171,PEI,12-08-2020,5,41
2172,PEI,13-08-2020,0,41
2173,PEI,14-08-2020,0,41
2174,PEI,15-08-2020,0,41
2175,PEI,16-08-2020,0,41
2176,PEI,17-08-2020,0,41
2177,PEI,18-08-2020,3,44
2178,PEI,19-08-2020,0,44
2179,PEI,20-08-2020,0,44
2180,PEI,21-08-2020,0,44
2181,PEI,22-08-2020,0,44
2182,PEI,23-08-2020,0,44
2183,PEI,24-08-2020,0,44
2184,PEI,25-08-2020,0,44
2185,PEI,26-08-2020,0,44
2186,PEI,27-08-2020,0,44
2187,PEI,28-08-2020,0,44
2188,PEI,29-08-2020,0,44
2189,PEI,30-08-2020,0,44
2190,Quebec,25-01-2020,0,0
2191,Quebec,26-01-2020,0,0
2192,Quebec,27-01-2020,0,0
2193,Quebec,28-01-2020,0,0
2194,Quebec,29-01-2020,0,0
2195,Quebec,30-01-2020,0,0
2196,Quebec,31-01-2020,0,0
2197,Quebec,01-02-2020,0,0
2198,Quebec,02-02-2020,0,0
2199,Quebec,03-02-2020,0,0
2200,Quebec,04-02-2020,0,0
2201,Quebec,05-02-2020,0,0
2202,Quebec,06-02-2020,0,0
2203,Quebec,07-02-2020,0,0
2204,Quebec,08-02-2020,0,0
2205,Quebec,09-02-2020,0,0
2206,Quebec,10-02-2020,0,0
2207,Quebec,11-02-2020,0,0
2208,Quebec,12-02-2020,0,0
2209,Quebec,13-02-2020,0,0
2210,Quebec,14-02-2020,0,0
2211,Quebec,15-02-2020,0,0
2212,Quebec,16-02-2020,0,0
2213,Quebec,17-02-2020,0,0
2214,Quebec,18-02-2020,0,0
2215,Quebec,19-02-2020,0,0
2216,Quebec,20-02-2020,0,0
2217,Quebec,21-02-2020,0,0
2218,Quebec,22-02-2020,0,0
2219,Quebec,23-02-2020,0,0
2220,Quebec,24-02-2020,0,0
2221,Quebec,25-02-2020,0,0
2222,Quebec,26-02-2020,0,0
2223,Quebec,27-02-2020,1,1
2224,Quebec,28-02-2020,0,1
2225,Quebec,29-02-2020,0,1
2226,Quebec,01-03-2020,0,1
2227,Quebec,02-03-2020,0,1
2228,Quebec,03-03-2020,0,1
2229,Quebec,04-03-2020,0,1
2230,Quebec,05-03-2020,1,2
2231,Quebec,06-03-2020,1,3
2232,Quebec,07-03-2020,0,3
2233,Quebec,08-03-2020,1,4
2234,Quebec,09-03-2020,1,5
2235,Quebec,10-03-2020,0,5
2236,Quebec,11-03-2020,3,8
2237,Quebec,12-03-2020,9,17
2238,Quebec,13-03-2020,0,17
2239,Quebec,14-03-2020,7,24
2240,Quebec,15-03-2020,15,39
2241,Quebec,16-03-2020,11,50
2242,Quebec,17-03-2020,24,74
2243,Quebec,18-03-2020,20,94
2244,Quebec,19-03-2020,27,121
2245,Quebec,20-03-2020,18,139
2246,Quebec,21-03-2020,42,181
2247,Quebec,22-03-2020,38,219
2248,Quebec,23-03-2020,409,628
2249,Quebec,24-03-2020,412,1040
2250,Quebec,25-03-2020,299,1339
2251,Quebec,26-03-2020,290,1629
2252,Quebec,27-03-2020,392,2021
2253,Quebec,28-03-2020,477,2498
2254,Quebec,29-03-2020,342,2840
2255,Quebec,30-03-2020,590,3430
2256,Quebec,31-03-2020,732,4162
2257,Quebec,01-04-2020,449,4611
2258,Quebec,02-04-2020,907,5518
2259,Quebec,03-04-2020,583,6101
2260,Quebec,04-04-2020,896,6997
2261,Quebec,05-04-2020,947,7944
2262,Quebec,06-04-2020,636,8580
2263,Quebec,07-04-2020,760,9340
2264,Quebec,08-04-2020,691,10031
2265,Quebec,09-04-2020,881,10912
2266,Quebec,10-04-2020,765,11677
2267,Quebec,11-04-2020,615,12292
2268,Quebec,12-04-2020,554,12846
2269,Quebec,13-04-2020,711,13557
2270,Quebec,14-04-2020,691,14248
2271,Quebec,15-04-2020,612,14860
2272,Quebec,16-04-2020,997,15857
2273,Quebec,17-04-2020,941,16798
2274,Quebec,18-04-2020,722,17520
2275,Quebec,19-04-2020,834,18354
2276,Quebec,20-04-2020,961,19315
2277,Quebec,21-04-2020,806,20121
2278,Quebec,22-04-2020,838,20959
2279,Quebec,23-04-2020,873,21832
2280,Quebec,24-04-2020,774,22606
2281,Quebec,25-04-2020,653,23259
2282,Quebec,26-04-2020,840,24099
2283,Quebec,27-04-2020,870,24969
2284,Quebec,28-04-2020,777,25746
2285,Quebec,29-04-2020,843,26589
2286,Quebec,30-04-2020,948,27537
2287,Quebec,01-05-2020,1110,28647
2288,Quebec,02-05-2020,1008,29655
2289,Quebec,03-05-2020,2203,31858
2290,Quebec,04-05-2020,759,32617
2291,Quebec,05-05-2020,795,33412
2292,Quebec,06-05-2020,910,34322
2293,Quebec,07-05-2020,915,35237
2294,Quebec,08-05-2020,913,36150
2295,Quebec,09-05-2020,836,36986
2296,Quebec,10-05-2020,735,37721
2297,Quebec,11-05-2020,748,38469
2298,Quebec,12-05-2020,756,39225
