,province,health_region,date,cases,cumulative_cases
0,Alberta,Calgary,25-01-2020,0,0
1,Alberta,Calgary,26-01-2020,0,0
2,Alberta,Calgary,27-01-2020,0,0
3,Alberta,Calgary,28-01-2020,0,0
4,Alberta,Calgary,29-01-2020,0,0
5,Alberta,Calgary,30-01-2020,0,0
6,Alberta,Calgary,31-01-2020,0,0
7,Alberta,Calgary,01-02-2020,0,0
8,Alberta,Calgary,02-02-2020,0,0
9,Alberta,Calgary,03-02-2020,0,0
10,Alberta,Calgary,04-02-2020,0,0
11,Alberta,Calgary,05-02-2020,0,0
12,Alberta,Calgary,06-02-2020,0,0
13,Alberta,Calgary,07-02-2020,0,0
14,Alberta,Calgary,08-02-2020,0,0
15,Alberta,Calgary,09-02-2020,0,0
16,Alberta,Calgary,10-02-2020,0,0
17,Alberta,Calgary,11-02-2020,0,0
18,Alberta,Calgary,12-02-2020,0,0
19,Alberta,Calgary,13-02-2020,0,0
20,Alberta,Calgary,14-02-2020,0,0
21,Alberta,Calgary,15-02-2020,0,0
22,Alberta,Calgary,16-02-2020,0,0
23,Alberta,Calgary,17-02-2020,0,0
24,Alberta,Calgary,18-02-2020,0,0
25,Alberta,Calgary,19-02-2020,0,0
26,Alberta,Calgary,20-02-2020,0,0
27,Alberta,Calgary,21-02-2020,0,0
28,Alberta,Calgary,22-02-2020,0,0
29,Alberta,Calgary,23-02-2020,0,0
30,Alberta,Calgary,24-02-2020,0,0
31,Alberta,Calgary,25-02-2020,0,0
32,Alberta,Calgary,26-02-2020,0,0
33,Alberta,Calgary,27-02-2020,0,0
34,Alberta,Calgary,28-02-2020,0,0
35,Alberta,Calgary,29-02-2020,0,0
36,Alberta,Calgary,01-03-2020,0,0
37,Alberta,Calgary,02-03-2020,0,0
38,Alberta,Calgary,03-03-2020,0,0
39,Alberta,Calgary,04-03-2020,0,0
40,Alberta,Calgary,05-03-2020,1,1
41,Alberta,Calgary,06-03-2020,0,1
42,Alberta,Calgary,07-03-2020,0,1
43,Alberta,Calgary,08-03-2020,1,2
44,Alberta,Calgary,09-03-2020,6,8
45,Alberta,Calgary,10-03-2020,0,8
46,Alberta,Calgary,11-03-2020,3,11
47,Alberta,Calgary,12-03-2020,4,15
48,Alberta,Calgary,13-03-2020,5,20
49,Alberta,Calgary,14-03-2020,6,26
50,Alberta,Calgary,15-03-2020,14,40
51,Alberta,Calgary,16-03-2020,12,52
52,Alberta,Calgary,17-03-2020,18,70
53,Alberta,Calgary,18-03-2020,13,83
54,Alberta,Calgary,19-03-2020,18,101
55,Alberta,Calgary,20-03-2020,25,126
56,Alberta,Calgary,21-03-2020,13,139
57,Alberta,Calgary,22-03-2020,25,164
58,Alberta,Calgary,23-03-2020,25,189
59,Alberta,Calgary,24-03-2020,27,216
60,Alberta,Calgary,25-03-2020,35,251
61,Alberta,Calgary,26-03-2020,49,300
62,Alberta,Calgary,27-03-2020,37,337
63,Alberta,Calgary,28-03-2020,42,379
64,Alberta,Calgary,29-03-2020,30,409
65,Alberta,Calgary,30-03-2020,14,423
66,Alberta,Calgary,31-03-2020,31,454
67,Alberta,Calgary,01-04-2020,76,530
68,Alberta,Calgary,02-04-2020,61,591
69,Alberta,Calgary,03-04-2020,84,675
70,Alberta,Calgary,04-04-2020,62,737
71,Alberta,Calgary,05-04-2020,38,775
72,Alberta,Calgary,06-04-2020,43,818
73,Alberta,Calgary,07-04-2020,17,835
74,Alberta,Calgary,08-04-2020,25,860
75,Alberta,Calgary,09-04-2020,18,878
76,Alberta,Calgary,10-04-2020,39,917
77,Alberta,Calgary,11-04-2020,59,976
78,Alberta,Calgary,12-04-2020,70,1046
79,Alberta,Calgary,13-04-2020,68,1114
80,Alberta,Calgary,14-04-2020,128,1242
81,Alberta,Calgary,15-04-2020,94,1336
82,Alberta,Calgary,16-04-2020,133,1469
83,Alberta,Calgary,17-04-2020,208,1677
84,Alberta,Calgary,18-04-2020,148,1825
85,Alberta,Calgary,19-04-2020,180,2005
86,Alberta,Calgary,20-04-2020,75,2080
87,Alberta,Calgary,21-04-2020,127,2207
88,Alberta,Calgary,22-04-2020,192,2399
89,Alberta,Calgary,23-04-2020,239,2638
90,Alberta,Calgary,24-04-2020,200,2838
91,Alberta,Calgary,25-04-2020,131,2969
92,Alberta,Calgary,26-04-2020,142,3111
93,Alberta,Calgary,27-04-2020,151,3262
94,Alberta,Calgary,28-04-2020,109,3371
95,Alberta,Calgary,29-04-2020,158,3529
96,Alberta,Calgary,30-04-2020,69,3598
97,Alberta,Calgary,01-05-2020,117,3715
98,Alberta,Calgary,02-05-2020,69,3784
99,Alberta,Calgary,03-05-2020,68,3852
100,Alberta,Calgary,04-05-2020,64,3916
101,Alberta,Calgary,05-05-2020,48,3964
102,Alberta,Calgary,06-05-2020,49,4013
103,Alberta,Calgary,07-05-2020,44,4057
104,Alberta,Calgary,08-05-2020,68,4125
105,Alberta,Calgary,09-05-2020,52,4177
106,Alberta,Calgary,10-05-2020,85,4262
107,Alberta,Calgary,11-05-2020,38,4300
108,Alberta,Calgary,12-05-2020,42,4342
109,Alberta,Calgary,13-05-2020,50,4392
110,Alberta,Calgary,14-05-2020,41,4433
111,Alberta,Calgary,15-05-2020,46,4479
112,Alberta,Calgary,16-05-2020,57,4536
113,Alberta,Calgary,17-05-2020,47,4583
114,Alberta,Calgary,18-05-2020,35,4618
115,Alberta,Calgary,19-05-2020,31,4649
116,Alberta,Calgary,20-05-2020,15,4664
117,Alberta,Calgary,21-05-2020,27,4691
118,Alberta,Calgary,22-05-2020,23,4714
119,Alberta,Calgary,23-05-2020,11,4725
120,Alberta,Calgary,24-05-2020,37,4762
121,Alberta,Calgary,25-05-2020,17,4779
122,Alberta,Calgary,26-05-2020,21,4800
123,Alberta,Calgary,27-05-2020,19,4819
124,Alberta,Calgary,28-05-2020,26,4845
125,Alberta,Calgary,29-05-2020,18,4863
126,Alberta,Calgary,30-05-2020,8,4871
127,Alberta,Calgary,31-05-2020,14,4885
128,Alberta,Calgary,01-06-2020,22,4907
129,Alberta,Calgary,02-06-2020,5,4912
130,Alberta,Calgary,03-06-2020,14,4926
131,Alberta,Calgary,04-06-2020,10,4936
132,Alberta,Calgary,05-06-2020,0,4936
133,Alberta,Calgary,06-06-2020,17,4953
134,Alberta,Calgary,07-06-2020,0,4953
135,Alberta,Calgary,08-06-2020,23,4976
136,Alberta,Calgary,09-06-2020,17,4993
137,Alberta,Calgary,10-06-2020,23,5016
138,Alberta,Calgary,11-06-2020,23,5039
139,Alberta,Calgary,12-06-2020,11,5050
140,Alberta,Calgary,13-06-2020,19,5069
141,Alberta,Calgary,14-06-2020,18,5087
142,Alberta,Calgary,15-06-2020,7,5094
143,Alberta,Calgary,16-06-2020,11,5105
144,Alberta,Calgary,17-06-2020,21,5126
145,Alberta,Calgary,18-06-2020,17,5143
146,Alberta,Calgary,19-06-2020,20,5163
147,Alberta,Calgary,20-06-2020,19,5182
148,Alberta,Calgary,21-06-2020,6,5188
149,Alberta,Calgary,22-06-2020,21,5209
150,Alberta,Calgary,23-06-2020,13,5222
151,Alberta,Calgary,24-06-2020,9,5231
152,Alberta,Calgary,25-06-2020,8,5239
153,Alberta,Calgary,26-06-2020,15,5254
154,Alberta,Calgary,27-06-2020,36,5290
155,Alberta,Calgary,28-06-2020,9,5299
156,Alberta,Calgary,29-06-2020,34,5333
157,Alberta,Calgary,30-06-2020,19,5352
158,Alberta,Calgary,01-07-2020,0,5352
159,Alberta,Calgary,02-07-2020,28,5380
160,Alberta,Calgary,03-07-2020,4,5384
161,Alberta,Calgary,04-07-2020,0,5384
162,Alberta,Calgary,05-07-2020,0,5384
163,Alberta,Calgary,06-07-2020,56,5440
164,Alberta,Calgary,07-07-2020,12,5452
165,Alberta,Calgary,08-07-2020,14,5466
166,Alberta,Calgary,09-07-2020,19,5485
167,Alberta,Calgary,10-07-2020,31,5516
168,Alberta,Calgary,11-07-2020,0,5516
169,Alberta,Calgary,12-07-2020,0,5516
170,Alberta,Calgary,13-07-2020,108,5624
171,Alberta,Calgary,14-07-2020,34,5658
172,Alberta,Calgary,15-07-2020,31,5689
173,Alberta,Calgary,16-07-2020,61,5750
174,Alberta,Calgary,17-07-2020,38,5788
175,Alberta,Calgary,18-07-2020,0,5788
176,Alberta,Calgary,19-07-2020,0,5788
177,Alberta,Calgary,20-07-2020,208,5996
178,Alberta,Calgary,21-07-2020,58,6054
179,Alberta,Calgary,22-07-2020,73,6127
180,Alberta,Calgary,23-07-2020,60,6187
181,Alberta,Calgary,24-07-2020,55,6242
182,Alberta,Calgary,25-07-2020,0,6242
183,Alberta,Calgary,26-07-2020,0,6242
184,Alberta,Calgary,27-07-2020,136,6378
185,Alberta,Calgary,28-07-2020,29,6407
186,Alberta,Calgary,29-07-2020,43,6450
187,Alberta,Calgary,30-07-2020,20,6470
188,Alberta,Calgary,31-07-2020,39,6509
189,Alberta,Calgary,01-08-2020,0,6509
190,Alberta,Calgary,02-08-2020,0,6509
191,Alberta,Calgary,03-08-2020,0,6509
192,Alberta,Calgary,04-08-2020,102,6611
193,Alberta,Calgary,05-08-2020,30,6641
194,Alberta,Calgary,06-08-2020,14,6655
195,Alberta,Calgary,07-08-2020,35,6690
196,Alberta,Calgary,08-08-2020,0,6690
197,Alberta,Calgary,09-08-2020,0,6690
198,Alberta,Calgary,10-08-2020,86,6776
199,Alberta,Calgary,11-08-2020,10,6786
200,Alberta,Calgary,12-08-2020,13,6799
201,Alberta,Calgary,13-08-2020,34,6833
202,Alberta,Calgary,14-08-2020,20,6853
203,Alberta,Calgary,15-08-2020,0,6853
204,Alberta,Calgary,16-08-2020,0,6853
205,Alberta,Calgary,17-08-2020,64,6917
206,Alberta,Calgary,18-08-2020,17,6934
207,Alberta,Calgary,19-08-2020,21,6955
208,Alberta,Calgary,20-08-2020,33,6988
209,Alberta,Calgary,21-08-2020,38,7026
210,Alberta,Calgary,22-08-2020,0,7026
211,Alberta,Calgary,23-08-2020,0,7026
212,Alberta,Calgary,24-08-2020,112,7138
213,Alberta,Calgary,25-08-2020,18,7156
214,Alberta,Calgary,26-08-2020,49,7205
215,Alberta,Calgary,27-08-2020,38,7243
216,Alberta,Calgary,28-08-2020,91,7334
217,Alberta,Calgary,29-08-2020,0,7334
218,Alberta,Calgary,30-08-2020,0,7334
219,Alberta,Central,25-01-2020,0,0
220,Alberta,Central,26-01-2020,0,0
221,Alberta,Central,27-01-2020,0,0
222,Alberta,Central,28-01-2020,0,0
223,Alberta,Central,29-01-2020,0,0
224,Alberta,Central,30-01-2020,0,0
225,Alberta,Central,31-01-2020,0,0
226,Alberta,Central,01-02-2020,0,0
227,Alberta,Central,02-02-2020,0,0
228,Alberta,Central,03-02-2020,0,0
229,Alberta,Central,04-02-2020,0,0
230,Alberta,Central,05-02-2020,0,0
231,Alberta,Central,06-02-2020,0,0
232,Alberta,Central,07-02-2020,0,0
233,Alberta,Central,08-02-2020,0,0
234,Alberta,Central,09-02-2020,0,0
235,Alberta,Central,10-02-2020,0,0
236,Alberta,Central,11-02-2020,0,0
237,Alberta,Central,12-02-2020,0,0
238,Alberta,Central,13-02-2020,0,0
239,Alberta,Central,14-02-2020,0,0
240,Alberta,Central,15-02-2020,0,0
241,Alberta,Central,16-02-2020,0,0
242,Alberta,Central,17-02-2020,0,0
243,Alberta,Central,18-02-2020,0,0
244,Alberta,Central,19-02-2020,0,0
245,Alberta,Central,20-02-2020,0,0
246,Alberta,Central,21-02-2020,0,0
247,Alberta,Central,22-02-2020,0,0
248,Alberta,Central,23-02-2020,0,0
249,Alberta,Central,24-02-2020,0,0
250,Alberta,Central,25-02-2020,0,0
251,Alberta,Central,26-02-2020,0,0
252,Alberta,Central,27-02-2020,0,0
253,Alberta,Central,28-02-2020,0,0
254,Alberta,Central,29-02-2020,0,0
255,Alberta,Central,01-03-2020,0,0
256,Alberta,Central,02-03-2020,0,0
257,Alberta,Central,03-03-2020,0,0
258,Alberta,Central,04-03-2020,0,0
259,Alberta,Central,05-03-2020,0,0
260,Alberta,Central,06-03-2020,0,0
261,Alberta,Central,07-03-2020,0,0
262,Alberta,Central,08-03-2020,0,0
263,Alberta,Central,09-03-2020,0,0
264,Alberta,Central,10-03-2020,0,0
265,Alberta,Central,11-03-2020,1,1
266,Alberta,Central,12-03-2020,0,1
267,Alberta,Central,13-03-2020,0,1
268,Alberta,Central,14-03-2020,0,1
269,Alberta,Central,15-03-2020,0,1
270,Alberta,Central,16-03-2020,1,2
271,Alberta,Central,17-03-2020,1,3
272,Alberta,Central,18-03-2020,0,3
273,Alberta,Central,19-03-2020,0,3
274,Alberta,Central,20-03-2020,1,4
275,Alberta,Central,21-03-2020,3,7
276,Alberta,Central,22-03-2020,3,10
277,Alberta,Central,23-03-2020,7,17
278,Alberta,Central,24-03-2020,11,28
279,Alberta,Central,25-03-2020,7,35
280,Alberta,Central,26-03-2020,2,37
281,Alberta,Central,27-03-2020,6,43
282,Alberta,Central,28-03-2020,3,46
283,Alberta,Central,29-03-2020,0,46
284,Alberta,Central,30-03-2020,0,46
285,Alberta,Central,31-03-2020,5,51
286,Alberta,Central,01-04-2020,6,57
287,Alberta,Central,02-04-2020,2,59
288,Alberta,Central,03-04-2020,3,62
289,Alberta,Central,04-04-2020,3,65
290,Alberta,Central,05-04-2020,1,66
291,Alberta,Central,06-04-2020,0,66
292,Alberta,Central,07-04-2020,0,66
293,Alberta,Central,08-04-2020,6,72
294,Alberta,Central,09-04-2020,0,72
295,Alberta,Central,10-04-2020,0,72
296,Alberta,Central,11-04-2020,0,72
297,Alberta,Central,12-04-2020,0,72
298,Alberta,Central,13-04-2020,2,74
299,Alberta,Central,14-04-2020,0,74
300,Alberta,Central,15-04-2020,1,75
301,Alberta,Central,16-04-2020,0,75
302,Alberta,Central,17-04-2020,1,76
303,Alberta,Central,18-04-2020,0,76
304,Alberta,Central,19-04-2020,0,76
305,Alberta,Central,20-04-2020,1,77
306,Alberta,Central,21-04-2020,0,77
307,Alberta,Central,22-04-2020,2,79
308,Alberta,Central,23-04-2020,1,80
309,Alberta,Central,24-04-2020,2,82
310,Alberta,Central,25-04-2020,1,83
311,Alberta,Central,26-04-2020,0,83
312,Alberta,Central,27-04-2020,1,84
313,Alberta,Central,28-04-2020,0,84
314,Alberta,Central,29-04-2020,0,84
315,Alberta,Central,30-04-2020,1,85
316,Alberta,Central,01-05-2020,2,87
317,Alberta,Central,02-05-2020,0,87
318,Alberta,Central,03-05-2020,0,87
319,Alberta,Central,04-05-2020,0,87
320,Alberta,Central,05-05-2020,0,87
321,Alberta,Central,06-05-2020,0,87
322,Alberta,Central,07-05-2020,0,87
323,Alberta,Central,08-05-2020,0,87
324,Alberta,Central,09-05-2020,0,87
325,Alberta,Central,10-05-2020,0,87
326,Alberta,Central,11-05-2020,0,87
327,Alberta,Central,12-05-2020,0,87
328,Alberta,Central,13-05-2020,0,87
329,Alberta,Central,14-05-2020,0,87
330,Alberta,Central,15-05-2020,0,87
331,Alberta,Central,16-05-2020,0,87
332,Alberta,Central,17-05-2020,0,87
333,Alberta,Central,18-05-2020,0,87
334,Alberta,Central,19-05-2020,0,87
335,Alberta,Central,20-05-2020,0,87
336,Alberta,Central,21-05-2020,0,87
337,Alberta,Central,22-05-2020,0,87
338,Alberta,Central,23-05-2020,0,87
339,Alberta,Central,24-05-2020,0,87
340,Alberta,Central,25-05-2020,0,87
341,Alberta,Central,26-05-2020,0,87
342,Alberta,Central,27-05-2020,0,87
343,Alberta,Central,28-05-2020,0,87
344,Alberta,Central,29-05-2020,0,87
345,Alberta,Central,30-05-2020,0,87
346,Alberta,Central,31-05-2020,0,87
347,Alberta,Central,01-06-2020,0,87
348,Alberta,Central,02-06-2020,0,87
349,Alberta,Central,03-06-2020,0,87
350,Alberta,Central,04-06-2020,0,87
351,Alberta,Central,05-06-2020,0,87
352,Alberta,Central,06-06-2020,0,87
353,Alberta,Central,07-06-2020,0,87
354,Alberta,Central,08-06-2020,0,87
355,Alberta,Central,09-06-2020,0,87
356,Alberta,Central,10-06-2020,1,88
357,Alberta,Central,11-06-2020,0,88
358,Alberta,Central,12-06-2020,0,88
359,Alberta,Central,13-06-2020,0,88
360,Alberta,Central,14-06-2020,0,88
361,Alberta,Central,15-06-2020,0,88
362,Alberta,Central,16-06-2020,0,88
363,Alberta,Central,17-06-2020,0,88
364,Alberta,Central,18-06-2020,0,88
365,Alberta,Central,19-06-2020,1,89
366,Alberta,Central,20-06-2020,0,89
367,Alberta,Central,21-06-2020,0,89
368,Alberta,Central,22-06-2020,0,89
369,Alberta,Central,23-06-2020,0,89
370,Alberta,Central,24-06-2020,0,89
371,Alberta,Central,25-06-2020,1,90
372,Alberta,Central,26-06-2020,0,90
373,Alberta,Central,27-06-2020,0,90
374,Alberta,Central,28-06-2020,1,91
375,Alberta,Central,29-06-2020,1,92
376,Alberta,Central,30-06-2020,0,92
377,Alberta,Central,01-07-2020,0,92
378,Alberta,Central,02-07-2020,0,92
379,Alberta,Central,03-07-2020,0,92
380,Alberta,Central,04-07-2020,0,92
381,Alberta,Central,05-07-2020,0,92
382,Alberta,Central,06-07-2020,1,93
383,Alberta,Central,07-07-2020,0,93
384,Alberta,Central,08-07-2020,3,96
385,Alberta,Central,09-07-2020,5,101
386,Alberta,Central,10-07-2020,3,104
387,Alberta,Central,11-07-2020,0,104
388,Alberta,Central,12-07-2020,0,104
389,Alberta,Central,13-07-2020,23,127
390,Alberta,Central,14-07-2020,14,141
391,Alberta,Central,15-07-2020,13,154
392,Alberta,Central,16-07-2020,14,168
393,Alberta,Central,17-07-2020,19,187
394,Alberta,Central,18-07-2020,0,187
395,Alberta,Central,19-07-2020,0,187
396,Alberta,Central,20-07-2020,43,230
397,Alberta,Central,21-07-2020,18,248
398,Alberta,Central,22-07-2020,18,266
399,Alberta,Central,23-07-2020,16,282
400,Alberta,Central,24-07-2020,14,296
401,Alberta,Central,25-07-2020,0,296
402,Alberta,Central,26-07-2020,0,296
403,Alberta,Central,27-07-2020,23,319
404,Alberta,Central,28-07-2020,10,329
405,Alberta,Central,29-07-2020,28,357
406,Alberta,Central,30-07-2020,40,397
407,Alberta,Central,31-07-2020,56,453
408,Alberta,Central,01-08-2020,0,453
409,Alberta,Central,02-08-2020,0,453
410,Alberta,Central,03-08-2020,0,453
411,Alberta,Central,04-08-2020,28,481
412,Alberta,Central,05-08-2020,1,482
413,Alberta,Central,06-08-2020,4,486
414,Alberta,Central,07-08-2020,41,527
415,Alberta,Central,08-08-2020,0,527
416,Alberta,Central,09-08-2020,0,527
417,Alberta,Central,10-08-2020,15,542
418,Alberta,Central,11-08-2020,3,545
419,Alberta,Central,12-08-2020,0,545
420,Alberta,Central,13-08-2020,0,545
421,Alberta,Central,14-08-2020,1,546
422,Alberta,Central,15-08-2020,0,546
423,Alberta,Central,16-08-2020,0,546
424,Alberta,Central,17-08-2020,14,560
425,Alberta,Central,18-08-2020,3,563
426,Alberta,Central,19-08-2020,1,564
427,Alberta,Central,20-08-2020,1,565
428,Alberta,Central,21-08-2020,2,567
429,Alberta,Central,22-08-2020,0,567
430,Alberta,Central,23-08-2020,0,567
431,Alberta,Central,24-08-2020,2,569
432,Alberta,Central,25-08-2020,1,570
433,Alberta,Central,26-08-2020,2,572
434,Alberta,Central,27-08-2020,2,574
435,Alberta,Central,28-08-2020,2,576
436,Alberta,Central,29-08-2020,0,576
437,Alberta,Central,30-08-2020,0,576
438,Alberta,Edmonton,25-01-2020,0,0
439,Alberta,Edmonton,26-01-2020,0,0
440,Alberta,Edmonton,27-01-2020,0,0
441,Alberta,Edmonton,28-01-2020,0,0
442,Alberta,Edmonton,29-01-2020,0,0
443,Alberta,Edmonton,30-01-2020,0,0
444,Alberta,Edmonton,31-01-2020,0,0
445,Alberta,Edmonton,01-02-2020,0,0
446,Alberta,Edmonton,02-02-2020,0,0
447,Alberta,Edmonton,03-02-2020,0,0
448,Alberta,Edmonton,04-02-2020,0,0
449,Alberta,Edmonton,05-02-2020,0,0
450,Alberta,Edmonton,06-02-2020,0,0
451,Alberta,Edmonton,07-02-2020,0,0
452,Alberta,Edmonton,08-02-2020,0,0
453,Alberta,Edmonton,09-02-2020,0,0
454,Alberta,Edmonton,10-02-2020,0,0
455,Alberta,Edmonton,11-02-2020,0,0
456,Alberta,Edmonton,12-02-2020,0,0
457,Alberta,Edmonton,13-02-2020,0,0
458,Alberta,Edmonton,14-02-2020,0,0
459,Alberta,Edmonton,15-02-2020,0,0
460,Alberta,Edmonton,16-02-2020,0,0
461,Alberta,Edmonton,17-02-2020,0,0
462,Alberta,Edmonton,18-02-2020,0,0
463,Alberta,Edmonton,19-02-2020,0,0
464,Alberta,Edmonton,20-02-2020,0,0
465,Alberta,Edmonton,21-02-2020,0,0
466,Alberta,Edmonton,22-02-2020,0,0
467,Alberta,Edmonton,23-02-2020,0,0
468,Alberta,Edmonton,24-02-2020,0,0
469,Alberta,Edmonton,25-02-2020,0,0
470,Alberta,Edmonton,26-02-2020,0,0
471,Alberta,Edmonton,27-02-2020,0,0
472,Alberta,Edmonton,28-02-2020,0,0
473,Alberta,Edmonton,29-02-2020,0,0
474,Alberta,Edmonton,01-03-2020,0,0
475,Alberta,Edmonton,02-03-2020,0,0
476,Alberta,Edmonton,03-03-2020,0,0
477,Alberta,Edmonton,04-03-2020,0,0
478,Alberta,Edmonton,05-03-2020,0,0
479,Alberta,Edmonton,06-03-2020,1,1
480,Alberta,Edmonton,07-03-2020,0,1
481,Alberta,Edmonton,08-03-2020,1,2
482,Alberta,Edmonton,09-03-2020,4,6
483,Alberta,Edmonton,10-03-2020,0,6
484,Alberta,Edmonton,11-03-2020,1,7
485,Alberta,Edmonton,12-03-2020,0,7
486,Alberta,Edmonton,13-03-2020,1,8
487,Alberta,Edmonton,14-03-2020,4,12
488,Alberta,Edmonton,15-03-2020,3,15
489,Alberta,Edmonton,16-03-2020,3,18
490,Alberta,Edmonton,17-03-2020,2,20
491,Alberta,Edmonton,18-03-2020,7,27
492,Alberta,Edmonton,19-03-2020,2,29
493,Alberta,Edmonton,20-03-2020,14,43
494,Alberta,Edmonton,21-03-2020,14,57
495,Alberta,Edmonton,22-03-2020,3,60
496,Alberta,Edmonton,23-03-2020,8,68
497,Alberta,Edmonton,24-03-2020,18,86
498,Alberta,Edmonton,25-03-2020,14,100
499,Alberta,Edmonton,26-03-2020,11,111
500,Alberta,Edmonton,27-03-2020,9,120
501,Alberta,Edmonton,28-03-2020,21,141
502,Alberta,Edmonton,29-03-2020,8,149
503,Alberta,Edmonton,30-03-2020,15,164
504,Alberta,Edmonton,31-03-2020,23,187
505,Alberta,Edmonton,01-04-2020,32,219
506,Alberta,Edmonton,02-04-2020,28,247
507,Alberta,Edmonton,03-04-2020,16,263
508,Alberta,Edmonton,04-04-2020,28,291
509,Alberta,Edmonton,05-04-2020,19,310
510,Alberta,Edmonton,06-04-2020,41,351
511,Alberta,Edmonton,07-04-2020,7,358
512,Alberta,Edmonton,08-04-2020,10,368
513,Alberta,Edmonton,09-04-2020,8,376
514,Alberta,Edmonton,10-04-2020,10,386
515,Alberta,Edmonton,11-04-2020,2,388
516,Alberta,Edmonton,12-04-2020,7,395
517,Alberta,Edmonton,13-04-2020,4,399
518,Alberta,Edmonton,14-04-2020,3,402
519,Alberta,Edmonton,15-04-2020,9,411
520,Alberta,Edmonton,16-04-2020,9,420
521,Alberta,Edmonton,17-04-2020,10,430
522,Alberta,Edmonton,18-04-2020,2,432
523,Alberta,Edmonton,19-04-2020,0,432
524,Alberta,Edmonton,20-04-2020,9,441
525,Alberta,Edmonton,21-04-2020,11,452
526,Alberta,Edmonton,22-04-2020,7,459
527,Alberta,Edmonton,23-04-2020,3,462
528,Alberta,Edmonton,24-04-2020,12,474
529,Alberta,Edmonton,25-04-2020,9,483
530,Alberta,Edmonton,26-04-2020,4,487
531,Alberta,Edmonton,27-04-2020,5,492
532,Alberta,Edmonton,28-04-2020,2,494
533,Alberta,Edmonton,29-04-2020,3,497
534,Alberta,Edmonton,30-04-2020,1,498
535,Alberta,Edmonton,01-05-2020,8,506
536,Alberta,Edmonton,02-05-2020,3,509
537,Alberta,Edmonton,03-05-2020,1,510
538,Alberta,Edmonton,04-05-2020,0,510
539,Alberta,Edmonton,05-05-2020,0,510
540,Alberta,Edmonton,06-05-2020,1,511
541,Alberta,Edmonton,07-05-2020,2,513
542,Alberta,Edmonton,08-05-2020,3,516
543,Alberta,Edmonton,09-05-2020,0,516
544,Alberta,Edmonton,10-05-2020,0,516
545,Alberta,Edmonton,11-05-2020,0,516
546,Alberta,Edmonton,12-05-2020,0,516
547,Alberta,Edmonton,13-05-2020,4,520
548,Alberta,Edmonton,14-05-2020,4,524
549,Alberta,Edmonton,15-05-2020,2,526
550,Alberta,Edmonton,16-05-2020,1,527
551,Alberta,Edmonton,17-05-2020,0,527
552,Alberta,Edmonton,18-05-2020,0,527
553,Alberta,Edmonton,19-05-2020,0,527
554,Alberta,Edmonton,20-05-2020,3,530
555,Alberta,Edmonton,21-05-2020,2,532
556,Alberta,Edmonton,22-05-2020,0,532
557,Alberta,Edmonton,23-05-2020,0,532
558,Alberta,Edmonton,24-05-2020,0,532
559,Alberta,Edmonton,25-05-2020,1,533
560,Alberta,Edmonton,26-05-2020,0,533
561,Alberta,Edmonton,27-05-2020,3,536
562,Alberta,Edmonton,28-05-2020,1,537
563,Alberta,Edmonton,29-05-2020,3,540
564,Alberta,Edmonton,30-05-2020,5,545
565,Alberta,Edmonton,31-05-2020,2,547
566,Alberta,Edmonton,01-06-2020,8,555
567,Alberta,Edmonton,02-06-2020,6,561
568,Alberta,Edmonton,03-06-2020,3,564
569,Alberta,Edmonton,04-06-2020,3,567
570,Alberta,Edmonton,05-06-2020,7,574
571,Alberta,Edmonton,06-06-2020,20,594
572,Alberta,Edmonton,07-06-2020,0,594
573,Alberta,Edmonton,08-06-2020,19,613
574,Alberta,Edmonton,09-06-2020,10,623
575,Alberta,Edmonton,10-06-2020,22,645
576,Alberta,Edmonton,11-06-2020,17,662
577,Alberta,Edmonton,12-06-2020,15,677
578,Alberta,Edmonton,13-06-2020,11,688
579,Alberta,Edmonton,14-06-2020,20,708
580,Alberta,Edmonton,15-06-2020,4,712
581,Alberta,Edmonton,16-06-2020,20,732
582,Alberta,Edmonton,17-06-2020,15,747
583,Alberta,Edmonton,18-06-2020,23,770
584,Alberta,Edmonton,19-06-2020,24,794
585,Alberta,Edmonton,20-06-2020,29,823
586,Alberta,Edmonton,21-06-2020,23,846
587,Alberta,Edmonton,22-06-2020,11,857
588,Alberta,Edmonton,23-06-2020,28,885
589,Alberta,Edmonton,24-06-2020,29,914
590,Alberta,Edmonton,25-06-2020,11,925
591,Alberta,Edmonton,26-06-2020,19,944
592,Alberta,Edmonton,27-06-2020,14,958
593,Alberta,Edmonton,28-06-2020,26,984
594,Alberta,Edmonton,29-06-2020,33,1017
595,Alberta,Edmonton,30-06-2020,11,1028
596,Alberta,Edmonton,01-07-2020,0,1028
597,Alberta,Edmonton,02-07-2020,40,1068
598,Alberta,Edmonton,03-07-2020,20,1088
599,Alberta,Edmonton,04-07-2020,0,1088
600,Alberta,Edmonton,05-07-2020,0,1088
601,Alberta,Edmonton,06-07-2020,40,1128
602,Alberta,Edmonton,07-07-2020,29,1157
603,Alberta,Edmonton,08-07-2020,18,1175
604,Alberta,Edmonton,09-07-2020,4,1179
605,Alberta,Edmonton,10-07-2020,23,1202
606,Alberta,Edmonton,11-07-2020,0,1202
607,Alberta,Edmonton,12-07-2020,0,1202
608,Alberta,Edmonton,13-07-2020,50,1252
609,Alberta,Edmonton,14-07-2020,22,1274
610,Alberta,Edmonton,15-07-2020,13,1287
611,Alberta,Edmonton,16-07-2020,24,1311
